"userid","artistid","weight","tagid"
271,55,840,NULL
278,55,388,NULL
299,55,448,NULL
302,55,436,NULL
305,55,116,NULL
310,55,394,NULL
327,55,510,NULL
329,55,4954,2853
329,55,4954,215
329,55,4954,2845
329,55,4954,2858
332,55,32,NULL
333,55,52,NULL
335,55,490,NULL
339,55,2463,NULL
340,55,248,24
340,55,248,39
340,55,248,130
340,55,248,18
346,55,518,NULL
350,55,10439,NULL
357,55,2188,360
357,55,2188,24
357,55,2188,39
361,55,214,3067
390,55,20118,NULL
400,55,45,NULL
405,55,3759,625
405,55,3759,39
405,55,3759,102
405,55,3759,105
405,55,3759,167
405,55,3759,233
405,55,3759,238
405,55,3759,285
405,55,3759,524
405,55,3759,640
405,55,3759,839
405,55,3759,844
405,55,3759,3255
413,55,367,NULL
414,55,470,NULL
415,55,1152,NULL
417,55,284,NULL
420,55,203,NULL
421,55,215,NULL
425,55,63,NULL
428,55,2518,NULL
458,55,54,NULL
470,55,1757,24
470,55,1757,206
470,55,1757,39
472,55,196,NULL
477,55,1087,79
477,55,1087,24
477,55,1087,1727
479,55,130,NULL
481,55,824,208
486,55,112,NULL
494,55,152,NULL
495,55,74,NULL
497,55,65,NULL
498,55,743,NULL
499,55,2,NULL
501,55,550,NULL
502,55,593,NULL
503,55,1086,39
503,55,1086,3915
503,55,1086,3914
503,55,1086,3909
503,55,1086,3908
503,55,1086,730
503,55,1086,360
503,55,1086,130
503,55,1086,24
503,55,1086,18
510,55,3,NULL
518,55,548,NULL
520,55,126,NULL
527,55,227,NULL
531,55,206,NULL
535,55,211,NULL
538,55,120,NULL
569,55,248,NULL
571,55,2948,4300
571,55,2948,230
572,55,8222,NULL
581,55,2463,NULL
584,55,1790,NULL
592,55,1081,NULL
598,55,478,NULL
604,55,1168,308
604,55,1168,130
604,55,1168,352
604,55,1168,24
609,55,358,NULL
612,55,9084,18
612,55,9084,360
612,55,9084,4451
612,55,9084,4450
612,55,9084,1658
612,55,9084,625
612,55,9084,24
612,55,9084,39
612,55,9084,73
612,55,9084,81
612,55,9084,296
617,55,655,NULL
621,55,1978,NULL
632,55,1623,NULL
636,55,173,NULL
638,55,280,NULL
651,55,1682,NULL
659,55,4473,1319
659,55,4473,39
659,55,4473,130
659,55,4473,3450
670,55,727,NULL
674,55,2954,NULL
675,55,2383,NULL
679,55,1728,202
680,55,596,NULL
682,55,359,NULL
688,55,132,NULL
689,55,145,NULL
690,55,3185,NULL
703,55,92,NULL
713,55,1522,NULL
717,55,3203,NULL
722,55,856,NULL
723,55,65,NULL
730,55,148,NULL
732,55,13792,NULL
735,55,66,NULL
749,55,590,5242
761,55,220,352
761,55,220,39
761,55,220,1447
761,55,220,1735
761,55,220,2887
761,55,220,5323
777,55,242,NULL
778,55,3278,NULL
793,55,1520,NULL
795,55,11459,39
808,55,2004,NULL
816,55,7,NULL
819,55,214,NULL
836,55,240,5768
836,55,240,730
836,55,240,527
850,55,1165,NULL
851,55,2573,NULL
852,55,517,NULL
853,55,134,NULL
859,55,575,NULL
873,55,668,NULL
885,55,1103,NULL
898,55,3147,6036
898,55,3147,6049
898,55,3147,6045
898,55,3147,6037
898,55,3147,2806
898,55,3147,1911
898,55,3147,838
898,55,3147,364
898,55,3147,346
898,55,3147,242
898,55,3147,213
898,55,3147,49
898,55,3147,39
898,55,3147,24
898,55,3147,18
905,55,163,4140
905,55,163,39
905,55,163,24
905,55,163,6105
909,55,41,NULL
910,55,33529,6148
942,55,1,NULL
954,55,355,NULL
955,55,2352,352
955,55,2352,346
955,55,2352,191
955,55,2352,130
955,55,2352,24
955,55,2352,39
963,55,250,NULL
965,55,970,NULL
966,55,208,NULL
985,55,532,NULL
1002,55,114,NULL
1003,55,212,1023
1003,55,212,1032
1006,55,349,NULL
1017,55,493,NULL
1023,55,1449,6756
1023,55,1449,213
1023,55,1449,2472
1027,55,6920,NULL
1033,55,1490,NULL
1046,55,103,NULL
1053,55,164,NULL
1057,55,1295,NULL
1069,55,5070,NULL
1071,55,1056,NULL
1092,55,1005,NULL
1102,55,4665,NULL
1104,55,357,24
1104,55,357,130
1104,55,357,39
1106,55,672,NULL
1109,55,260,NULL
1120,55,230,39
1120,55,230,18
1132,55,1384,NULL
1135,55,1007,NULL
1136,55,180,NULL
1137,55,237,24
1137,55,237,203
1137,55,237,39
1137,55,237,360
1171,55,72,NULL
1184,55,787,NULL
1185,55,1321,24
1186,55,956,NULL
1188,55,2558,NULL
1189,55,2000,7737
1189,55,2000,7729
1197,55,67,NULL
1198,55,503,24
1198,55,503,18
1198,55,503,238
1198,55,503,39
1198,55,503,230
1198,55,503,228
1226,55,2076,NULL
1233,55,15252,1457
1233,55,15252,13
1233,55,15252,18
1233,55,15252,39
1233,55,15252,8014
1233,55,15252,4509
1233,55,15252,360
1233,55,15252,814
1233,55,15252,187
1233,55,15252,203
1233,55,15252,570
1233,55,15252,512
1234,55,769,351
1234,55,769,203
1234,55,769,195
1234,55,769,24
1234,55,769,18
1234,55,769,238
1234,55,769,8015
1246,55,1173,NULL
1247,55,6788,7258
1253,55,232,NULL
1255,55,598,18
1263,55,925,NULL
1272,55,1123,NULL
1280,55,1773,NULL
1291,55,58,NULL
1299,55,176,NULL
1300,55,5186,NULL
1301,55,3294,NULL
1305,55,520,NULL
1308,55,1294,NULL
1343,55,15,NULL
1356,55,311,NULL
1365,55,1402,NULL
1379,55,512,NULL
1389,55,145,NULL
1399,55,177,NULL
1413,55,1163,NULL
1431,55,321,NULL
1435,55,84,NULL
1445,55,496,NULL
1447,55,68,NULL
1456,55,1699,NULL
1462,55,434,NULL
1466,55,324,39
1466,55,324,234
1471,55,2814,2702
1478,55,1153,NULL
1485,55,564,NULL
1489,55,354,NULL
1517,55,745,364
1517,55,745,24
1517,55,745,508
1528,55,483,NULL
1532,55,5034,NULL
1533,55,5431,NULL
1540,55,749,NULL
1555,55,494,NULL
1563,55,25,NULL
1564,55,308,NULL
1572,55,649,NULL
1587,55,660,NULL
1590,55,9864,NULL
1600,55,15849,NULL
1605,55,108,24
1605,55,108,130
1605,55,108,39
1606,55,441,NULL
1607,55,185,NULL
1608,55,77,NULL
1616,55,970,18
1616,55,970,25
1616,55,970,360
1616,55,970,352
1616,55,970,130
1616,55,970,39
1621,55,46,NULL
1628,55,568,NULL
1633,55,7953,130
1633,55,7953,366
1633,55,7953,10195
1648,55,1991,NULL
1659,55,212,NULL
1663,55,503,NULL
1666,55,4315,NULL
1674,55,64,NULL
1690,55,1079,360
1690,55,1079,18
1690,55,1079,203
1690,55,1079,39
1690,55,1079,24
1715,55,238,NULL
1717,55,523,NULL
1722,55,312,NULL
1726,55,93,NULL
1730,55,705,130
1730,55,705,24
1730,55,705,18
1730,55,705,360
1730,55,705,39
1736,55,1190,NULL
1741,55,247,NULL
1742,55,1867,NULL
1753,55,315,NULL
1757,55,77,1238
1757,55,77,24
1757,55,77,39
1757,55,77,130
1757,55,77,210
1757,55,77,507
1757,55,77,781
1757,55,77,1237
1765,55,121,NULL
1766,55,151,NULL
1771,55,92,24
1771,55,92,39
1771,55,92,228
1773,55,1,NULL
1780,55,361,NULL
1790,55,148,NULL
1791,55,453,NULL
1795,55,265,24
1795,55,265,39
1795,55,265,18
1799,55,134,NULL
1808,55,322,NULL
1813,55,449,NULL
1820,55,153,NULL
1821,55,493,NULL
1828,55,1235,NULL
1829,55,1247,NULL
1838,55,1043,24
1838,55,1043,238
1850,55,760,352
1850,55,760,24
1850,55,760,25
1850,55,760,39
1850,55,760,127
1850,55,760,130
1850,55,760,199
1850,55,760,210
1850,55,760,1975
1856,55,440,NULL
1869,55,2327,NULL
1873,55,67,NULL
1880,55,158,NULL
1895,55,1245,39
1895,55,1245,24
1895,55,1245,18
1895,55,1245,74
1895,55,1245,73
1903,55,3518,NULL
1908,55,342,NULL
1909,55,9198,NULL
1910,55,2122,NULL
1915,55,24,NULL
1928,55,641,NULL
1946,55,707,NULL
1959,55,135,NULL
1965,55,366,105
1973,55,2149,127
1973,55,2149,1445
1973,55,2149,12021
1973,55,2149,9745
1973,55,2149,12022
1973,55,2149,130
1979,55,1194,1727
1979,55,1194,208
1979,55,1194,1319
1983,55,127,NULL
1988,55,83,NULL
2018,55,330,12245
2018,55,330,12247
2018,55,330,4367
2021,55,1269,12297
2027,55,226,NULL
2031,55,7204,24
2031,55,7204,200
2032,55,1245,1882
2033,55,345,NULL
2040,55,96,NULL
2056,55,7,NULL
2058,55,320,130
2058,55,320,39
2058,55,320,24
2068,55,1068,NULL
2075,55,228,NULL
2087,55,161,NULL
2088,55,8,NULL
2,56,6152,NULL
17,56,242,NULL
18,56,186,NULL
20,56,108,NULL
31,56,269,39
31,56,269,309
31,56,269,352
31,56,269,494
31,56,269,507
31,56,269,210
31,56,269,199
31,56,269,187
31,56,269,74
31,56,269,285
31,56,269,25
31,56,269,19
31,56,269,18
33,56,1129,NULL
38,56,74,NULL
43,56,2691,NULL
50,56,672,483
50,56,672,18
50,56,672,79
59,56,832,NULL
101,56,430,NULL
123,56,1266,NULL
125,56,132,NULL
137,56,1512,NULL
161,56,1754,NULL
180,56,29,NULL
193,56,84980,39
193,56,84980,1990
193,56,84980,1911
193,56,84980,1530
193,56,84980,187
193,56,84980,213
193,56,84980,234
193,56,84980,309
193,56,84980,570
193,56,84980,1447
216,56,265,NULL
234,56,686,NULL
250,56,483,NULL
280,56,164,1982
280,56,164,39
303,56,422,NULL
315,56,1225,NULL
345,56,29,NULL
358,56,245,NULL
383,56,153,NULL
385,56,539,NULL
386,56,137,NULL
393,56,82,NULL
396,56,216,NULL
398,56,409,570
398,56,409,39
398,56,409,105
398,56,409,3240
418,56,223,NULL
434,56,5,NULL
465,56,133,NULL
472,56,224,NULL
482,56,108,NULL
496,56,242,18
556,56,1,NULL
560,56,81,NULL
571,56,362,NULL
605,56,454,NULL
612,56,202,NULL
639,56,549,NULL
658,56,212,321
665,56,660,NULL
670,56,584,NULL
672,56,140,NULL
697,56,591,18
697,56,591,309
697,56,591,187
697,56,591,570
697,56,591,105
697,56,591,39
705,56,479,NULL
718,56,159,NULL
741,56,891,NULL
746,56,307,NULL
761,56,310,NULL
780,56,34,NULL
846,56,847,NULL
863,56,70,NULL
889,56,232,NULL
914,56,1752,NULL
943,56,41,NULL
960,56,2205,6371
982,56,63,NULL
1001,56,162,NULL
1012,56,99,NULL
1040,56,167,NULL
1049,56,23,NULL
1052,56,136,NULL
1053,56,144,NULL
1062,56,34,NULL
1084,56,1854,105
1092,56,842,NULL
1099,56,28,NULL
1107,56,820,NULL
1133,56,392,NULL
1136,56,137,NULL
1147,56,78,NULL
1155,56,133,NULL
1187,56,142,NULL
1190,56,318,NULL
1191,56,95,NULL
1194,56,657,NULL
1212,56,1162,NULL
1233,56,1589,8013
1233,56,1589,814
1233,56,1589,203
1233,56,1589,187
1233,56,1589,39
1233,56,1589,18
1233,56,1589,13
1246,56,468,NULL
1273,56,109,NULL
1282,56,179,NULL
1295,56,262,NULL
1321,56,83,NULL
1350,56,681,105
1350,56,681,8826
1350,56,681,8048
1395,56,254,NULL
1422,56,64,NULL
1441,56,127,NULL
1450,56,320,NULL
1453,56,194,NULL
1469,56,63,NULL
1470,56,542,NULL
1472,56,129,NULL
1474,56,578,NULL
1480,56,653,NULL
1485,56,214,NULL
1491,56,428,NULL
1503,56,78,NULL
1504,56,7933,NULL
1508,56,881,NULL
1522,56,51,NULL
1539,56,18,9783
1542,56,404,NULL
1562,56,389,NULL
1565,56,254,NULL
1579,56,380,321
1585,56,1295,105
1585,56,1295,18
1585,56,1295,39
1585,56,1295,187
1585,56,1295,570
1585,56,1295,9972
1585,56,1295,9974
1591,56,73,NULL
1597,56,286,NULL
1608,56,45,NULL
1620,56,268,NULL
1642,56,107,10259
1648,56,275,NULL
1656,56,75,NULL
1658,56,200,NULL
1685,56,80,NULL
1691,56,1014,NULL
1692,56,275,NULL
1706,56,1416,18
1706,56,1416,39
1706,56,1416,570
1706,56,1416,187
1724,56,117,6454
1724,56,117,18
1740,56,856,NULL
1741,56,161,NULL
1752,56,3729,NULL
1755,56,148,NULL
1760,56,194,309
1760,56,194,105
1760,56,194,321
1765,56,67,3242
1765,56,67,10903
1765,56,67,10902
1772,56,7094,NULL
1783,56,357,NULL
1793,56,396,NULL
1798,56,192,NULL
1835,56,165,NULL
1842,56,138,11290
1845,56,131,NULL
1877,56,86,NULL
1920,56,310,NULL
1933,56,101,NULL
1942,56,5195,NULL
1974,56,876,12029
1974,56,876,18
1993,56,10,NULL
1996,56,213,NULL
2008,56,267,NULL
2017,56,1606,2535
2017,56,1606,18
2029,56,281,NULL
2032,56,1549,NULL
2038,56,1272,3999
2057,56,524,NULL
2091,56,50,NULL
2097,56,127,NULL
2,57,5955,NULL
283,57,174,826
283,57,174,20
307,57,110,NULL
320,57,463,364
443,57,215,NULL
697,57,636,21
697,57,636,13
697,57,636,15
697,57,636,826
697,57,636,20
831,57,1752,NULL
896,57,590,NULL
922,57,166,20
922,57,166,18
922,57,166,21
922,57,166,14
922,57,166,13
922,57,166,15
922,57,166,22
922,57,166,230
922,57,166,321
922,57,166,6170
922,57,166,6171
922,57,166,6172
1062,57,33,NULL
1098,57,48,21
1432,57,1,13
1474,57,219,NULL
1502,57,394,NULL
1626,57,126,NULL
1641,57,177,NULL
1723,57,44,62
1785,57,4318,20
1838,57,190,NULL
2,58,4616,NULL
43,58,162,NULL
72,58,2,NULL
137,58,1569,NULL
194,58,597,NULL
243,58,3234,21
243,58,3234,292
243,58,3234,18
280,58,67,NULL
311,58,224,NULL
320,58,409,21
352,58,53,NULL
370,58,740,33
370,58,740,18
370,58,740,81
370,58,740,39
375,58,33,NULL
441,58,159,NULL
540,58,2929,NULL
543,58,1331,NULL
565,58,80,NULL
571,58,2750,230
571,58,2750,1727
571,58,2750,4300
611,58,9,NULL
612,58,238,NULL
647,58,720,NULL
658,58,196,18
658,58,196,238
658,58,196,74
686,58,730,195
686,58,730,18
686,58,730,127
686,58,730,4886
690,58,348,NULL
691,58,615,NULL
718,58,277,NULL
761,58,510,187
761,58,510,79
761,58,510,5318
761,58,510,195
761,58,510,309
761,58,510,210
780,58,769,130
780,58,769,18
780,58,769,21
780,58,769,24
780,58,769,187
806,58,635,NULL
813,58,139,NULL
836,58,26,NULL
910,58,2798,NULL
919,58,322,NULL
922,58,40,824
922,58,40,15
922,58,40,18
922,58,40,21
922,58,40,130
922,58,40,195
922,58,40,6172
959,58,84,NULL
994,58,202,39
994,58,202,130
994,58,202,21
994,58,202,18
1003,58,213,NULL
1035,58,2,NULL
1065,58,5,NULL
1097,58,2062,18
1097,58,2062,15
1097,58,2062,14
1097,58,2062,81
1097,58,2062,79
1097,58,2062,396
1097,58,2062,238
1097,58,2062,74
1097,58,2062,62
1097,58,2062,49
1097,58,2062,39
1097,58,2062,33
1097,58,2062,21
1097,58,2062,199
1097,58,2062,121
1097,58,2062,346
1097,58,2062,195
1097,58,2062,187
1097,58,2062,130
1098,58,70,NULL
1099,58,237,187
1099,58,237,130
1099,58,237,18
1102,58,380,NULL
1184,58,134,NULL
1185,58,1576,130
1185,58,1576,18
1202,58,400,7657
1202,58,400,18
1202,58,400,69
1202,58,400,79
1202,58,400,191
1202,58,400,195
1202,58,400,346
1202,58,400,1447
1212,58,864,NULL
1219,58,1083,NULL
1220,58,969,NULL
1261,58,356,NULL
1275,58,621,18
1280,58,784,NULL
1383,58,219,NULL
1514,58,232,NULL
1520,58,203,NULL
1534,58,308,NULL
1541,58,100,NULL
1621,58,57,NULL
1636,58,23,10220
1636,58,23,354
1636,58,23,955
1636,58,23,364
1636,58,23,79
1637,58,1083,NULL
1690,58,479,39
1690,58,479,18
1690,58,479,195
1730,58,475,18
1730,58,475,21
1730,58,475,130
1730,58,475,39
1730,58,475,187
1732,58,42,NULL
1746,58,971,NULL
1752,58,611,18
1752,58,611,21
1752,58,611,130
1838,58,477,NULL
1850,58,140,NULL
1900,58,112,130
1900,58,112,195
1903,58,217,NULL
1910,58,2573,NULL
1915,58,51,NULL
1926,58,452,24
1926,58,452,238
1926,58,452,21
1926,58,452,18
1926,58,452,130
1926,58,452,79
1942,58,4211,NULL
1946,58,1767,NULL
1965,58,312,NULL
1979,58,68,NULL
2016,58,43,130
2016,58,43,12220
2016,58,43,12219
2016,58,43,33
2028,58,207,NULL
2032,58,523,NULL
2033,58,157,NULL
2059,58,552,NULL
2075,58,115,NULL
2080,58,448,NULL
2,59,4337,NULL
28,59,8,NULL
31,59,131,16
31,59,131,18
31,59,131,25
31,59,131,511
31,59,131,510
31,59,131,496
31,59,131,39
34,59,1455,NULL
50,59,300,NULL
66,59,367,899
66,59,367,934
66,59,367,885
66,59,367,887
66,59,367,889
66,59,367,891
66,59,367,895
66,59,367,897
94,59,104,NULL
117,59,653,16
117,59,653,18
142,59,470,73
176,59,521,NULL
183,59,220,NULL
185,59,73,NULL
196,59,323,NULL
224,59,203,275
224,59,203,17
224,59,203,2197
224,59,203,2191
275,59,17,NULL
306,59,64,NULL
346,59,932,NULL
357,59,5777,16
357,59,5777,79
357,59,5777,275
357,59,5777,25
359,59,267,NULL
407,59,20,NULL
428,59,2592,NULL
430,59,538,3496
430,59,538,447
441,59,114,NULL
446,59,1956,NULL
453,59,365,NULL
455,59,1780,3673
455,59,1780,18
480,59,132,16
480,59,132,79
480,59,132,275
480,59,132,18
493,59,19,NULL
530,59,39,79
530,59,39,18
530,59,39,25
530,59,39,73
530,59,39,16
540,59,2274,NULL
560,59,111,NULL
565,59,175,NULL
566,59,69,NULL
568,59,808,NULL
577,59,34,NULL
596,59,1254,39
596,59,1254,79
596,59,1254,570
596,59,1254,16
596,59,1254,17
596,59,1254,25
596,59,1254,195
625,59,212,2197
625,59,212,16
625,59,212,18
625,59,212,78
625,59,212,275
628,59,111,NULL
665,59,818,NULL
683,59,438,NULL
694,59,92,4938
710,59,127,NULL
718,59,426,NULL
728,59,900,5162
761,59,340,NULL
799,59,452,NULL
855,59,1178,NULL
859,59,366,NULL
940,59,275,187
940,59,275,275
940,59,275,16
940,59,275,18
940,59,275,25
940,59,275,79
940,59,275,81
954,59,244,NULL
959,59,222,NULL
990,59,587,NULL
1010,59,2,NULL
1029,59,174,6804
1029,59,174,16
1029,59,174,184
1029,59,174,4915
1029,59,174,6795
1029,59,174,330
1029,59,174,25
1029,59,174,6798
1035,59,2,NULL
1036,59,371,NULL
1049,59,18,NULL
1067,59,390,3511
1067,59,390,25
1067,59,390,16
1067,59,390,46
1067,59,390,84
1067,59,390,121
1067,59,390,179
1067,59,390,181
1067,59,390,275
1067,59,390,1542
1067,59,390,1859
1067,59,390,19
1089,59,198,NULL
1099,59,38,NULL
1148,59,71,NULL
1149,59,20,16
1152,59,132,18
1152,59,132,275
1152,59,132,16
1153,59,901,NULL
1163,59,4,NULL
1173,59,3287,16
1173,59,3287,275
1173,59,3287,79
1173,59,3287,18
1202,59,1017,16
1202,59,1017,191
1202,59,1017,352
1202,59,1017,1847
1202,59,1017,81
1202,59,1017,2805
1202,59,1017,79
1202,59,1017,69
1202,59,1017,18
1202,59,1017,4897
1202,59,1017,7800
1210,59,4561,16
1210,59,4561,25
1210,59,4561,73
1210,59,4561,275
1211,59,176,NULL
1223,59,602,NULL
1232,59,144,NULL
1244,59,565,NULL
1255,59,1202,18
1265,59,93,NULL
1280,59,615,NULL
1321,59,105,NULL
1327,59,11,NULL
1454,59,1557,NULL
1496,59,487,275
1505,59,637,NULL
1514,59,666,9720
1514,59,666,16
1518,59,584,NULL
1541,59,44,NULL
1545,59,319,18
1545,59,319,16
1545,59,319,25
1545,59,319,79
1595,59,104,NULL
1689,59,283,713
1728,59,79,NULL
1746,59,835,NULL
1775,59,130,NULL
1783,59,489,NULL
1785,59,881,NULL
1798,59,26,NULL
1855,59,131,NULL
1900,59,129,195
1900,59,129,18
1900,59,129,25
1900,59,129,1847
1942,59,4874,NULL
1950,59,412,78
1956,59,384,NULL
1958,59,33,18
1958,59,33,121
1958,59,33,195
1958,59,33,1847
1958,59,33,11915
1958,59,33,17
1962,59,623,11798
1962,59,623,483
1962,59,623,42
1962,59,623,5526
1964,59,152,NULL
1991,59,45,NULL
1994,59,47,NULL
2014,59,183,12208
2014,59,183,4356
2025,59,1053,NULL
2075,59,159,NULL
2080,59,1782,NULL
2097,59,142,NULL
2,60,4147,NULL
1761,60,47,NULL
2,61,3923,NULL
28,61,8,NULL
66,61,603,885
66,61,603,887
66,61,603,889
66,61,603,892
66,61,603,895
66,61,603,897
66,61,603,934
66,61,603,933
66,61,603,899
66,61,603,919
66,61,603,901
117,61,259,NULL
183,61,140,NULL
185,61,123,NULL
224,61,183,17
224,61,183,395
263,61,159,NULL
292,61,412,NULL
359,61,326,NULL
434,61,15,3516
434,61,15,3515
434,61,15,3511
434,61,15,3514
434,61,15,3440
434,61,15,3513
434,61,15,3512
442,61,31,NULL
666,61,257,NULL
683,61,392,NULL
799,61,116,NULL
959,61,166,NULL
1099,61,57,NULL
1163,61,10,NULL
1173,61,380,NULL
1209,61,35,NULL
1327,61,10,NULL
1585,61,4147,17
1585,61,4147,1790
1585,61,4147,16
1585,61,4147,74
1585,61,4147,2726
1585,61,4147,18
1585,61,4147,25
1585,61,4147,24
1642,61,120,NULL
1746,61,610,NULL
2014,61,351,4356
2014,61,351,12208
2,62,3782,NULL
187,62,246,NULL
515,62,1463,3977
2,63,3735,13
2,63,3735,14
2,63,3735,23
2,63,3735,40
64,63,144,NULL
124,63,784,23
124,63,784,18
148,63,175,NULL
161,63,1059,NULL
193,63,961,NULL
200,63,217,NULL
210,63,1067,2101
210,63,1067,1492
210,63,1067,1495
210,63,1067,18
210,63,1067,14
264,63,692,134
264,63,692,14
264,63,692,79
264,63,692,13
419,63,7,NULL
420,63,284,NULL
424,63,702,NULL
426,63,368,NULL
463,63,129,NULL
469,63,176,NULL
534,63,247,NULL
575,63,93,14
575,63,93,23
575,63,93,13
627,63,458,NULL
645,63,37,NULL
697,63,947,23
697,63,947,727
697,63,947,2362
697,63,947,1492
698,63,2677,18
698,63,2677,23
698,63,2677,191
725,63,350,NULL
831,63,3986,NULL
888,63,494,23
932,63,41805,6242
972,63,276,6445
972,63,276,6444
972,63,276,229
972,63,276,23
1010,63,2,NULL
1104,63,254,352
1104,63,254,13
1104,63,254,187
1104,63,254,7243
1104,63,254,23
1104,63,254,18
1104,63,254,14
1231,63,555,NULL
1327,63,8,NULL
1387,63,90,23
1411,63,67,NULL
1505,63,911,NULL
1514,63,657,18
1625,63,4,23
1625,63,4,14
1625,63,4,13
1625,63,4,18
1629,63,10156,23
1629,63,10156,13
1629,63,10156,14
1629,63,10156,18
1798,63,92,NULL
1956,63,1262,NULL
1980,63,20,NULL
2011,63,54,NULL
2047,63,1044,NULL
2,64,3644,NULL
4,64,420,13
4,64,420,18
43,64,6390,13
43,64,6390,21
43,64,6390,15
62,64,91,21
62,64,91,18
103,64,56,NULL
123,64,324,NULL
137,64,409,NULL
159,64,2016,309
159,64,2016,18
159,64,2016,13
159,64,2016,15
159,64,2016,14
159,64,2016,21
184,64,242,NULL
185,64,24,NULL
193,64,860,NULL
243,64,1369,NULL
336,64,359,2887
336,64,359,18
336,64,359,187
336,64,359,130
336,64,359,39
342,64,102,NULL
407,64,33,NULL
426,64,490,NULL
441,64,651,NULL
455,64,2671,18
455,64,2671,13
455,64,2671,14
513,64,336,18
513,64,336,604
520,64,155,NULL
543,64,713,NULL
565,64,124,4279
612,64,102,NULL
628,64,144,NULL
639,64,147,NULL
651,64,584,NULL
658,64,150,18
691,64,915,13
691,64,915,1382
691,64,915,18
697,64,569,21
697,64,569,826
697,64,569,1492
697,64,569,2362
697,64,569,309
697,64,569,824
697,64,569,557
697,64,569,13
718,64,349,NULL
780,64,53,NULL
813,64,127,NULL
898,64,239,NULL
914,64,804,NULL
968,64,204,NULL
1075,64,1474,NULL
1084,64,1309,604
1092,64,1402,NULL
1102,64,147,NULL
1103,64,29,18
1103,64,29,187
1103,64,29,14
1164,64,735,187
1185,64,294,18
1188,64,913,NULL
1194,64,783,18
1220,64,1049,NULL
1225,64,23,NULL
1233,64,612,18
1233,64,612,187
1233,64,612,814
1246,64,285,NULL
1265,64,231,NULL
1313,64,244,NULL
1384,64,317,NULL
1456,64,1667,NULL
